,pH,N,P,K,OC,EC,S,Zn,Fe,Cu,Mn,B
13,7.4242096760051375,287.6280830981625,4.999847213120578,552.5262822428665,40.559165871323195,1.1752323668185685,1.3493718194812065,3.4959326055131146,24.130595373024377,6.175724311697247,45.356263255684894,12.075540238716584
14,6.637514430367302,296.9202285125811,26.75556432785744,547.3452907896913,1.611125306660529,1.8207497932571204,23.550889273922007,7.876177265394475,50.65039796111742,1.981614023071585,1.9771404330594144,12.51741870389153
15,6.574409026218559,98.85485325717683,59.19027422565183,143.7098647981461,3.562130339731972,0.2172665096345625,16.018365570631556,8.323134961790453,88.00093345558506,3.2307933282724632,28.54148692995019,11.24054318026062
16,6.0694002019386915,364.948546065479,7.02807467118336,256.23624575632493,0.15606210455862857,1.4384343011519516,9.216994468495075,2.30859575591037,24.41968232081838,0.430581146817377,36.332754944500664,1.3709069008118147
17,5.713354542869834,678.6211122750811,30.699371569060176,590.5195586914117,16.284308647119246,0.9871959836515691,69.46694438497839,2.2565516477527914,28.427104925475433,8.178225476389736,37.12936892266333,15.701314120280678
18,5.834896406246421,749.2721793031233,16.076170127897328,463.9365482961953,6.756021202264216,1.0341839965643582,27.323059974844035,6.479725517700091,97.98533149150717,4.889425715282841,63.96720861390164,4.983372021597663
19,7.966286483123092,131.12320462645587,12.424316347848375,163.69250141016397,41.42243372164321,0.40395048898116026,26.2930736872183,5.572336015724563,65.6212877415009,4.969118251489344,2.5670644795228093,17.145956040219335
20,6.340731029377601,638.52396562756,44.82295408179816,170.2850711867133,45.8848255348627,1.8568359415899451,31.235256451280517,3.925224539348393,94.80699077948775,1.5349085837479115,27.29956389474058,14.495883865994536
21,6.498061134322016,5.931929384575069,20.250814248203586,58.33184035121272,10.111962770941412,1.9529153905746282,18.350910738174395,6.434010841485095,90.45598831187259,2.5604077683514834,61.74639659593015,13.972929923464616
22,5.182326427742329,47.925834741719214,68.86813873782603,588.8632649956046,19.282128450435565,1.4960815473353883,42.40188530792471,7.548543429434748,72.84586452004149,4.000519694315604,57.05892102923987,0.3310061154211241
23,6.815092099610082,56.700220781344456,40.46742692156558,585.9733443803501,48.47770404192781,0.705704647441088,30.40162557580772,3.288561338338214,17.195011196459898,7.070219801453908,78.96805368735095,13.238818905272069
24,5.450144708786627,9.447198012996704,5.498322237771491,508.727023261672,26.45180295442792,1.9031066892925057,65.44740618283524,2.9566497295744085,2.351029678598948,9.670235150672475,16.906480829039452,5.0499166414095376
25,6.46049733996677,605.4485973026166,20.814852594088705,174.888165926526,32.069497243396434,1.5710316928207682,47.76626274996443,0.902515221264869,33.49270241918553,2.8492852596188167,6.918777866614905,3.9619376789837957
26,7.294351801812389,281.6570832252499,82.9344876167892,134.2138835913367,22.41056788627357,1.8857465868554846,19.550560095422647,2.907065664840409,68.35308944041482,0.052194433111079075,53.462411745746216,11.32605437206838
27,5.668029073460117,672.3605974662854,58.5426309516375,176.22675914542128,8.260377349396697,1.2773273952700395,21.653771097561137,4.322494510589028,48.33719306323335,0.4851237857271895,16.12393520081966,12.471717750963041
28,5.108616501237429,299.06450522953804,5.838239188371452,132.60179214503344,31.014750088831,1.119364463412831,47.52920344164783,1.6713628173084394,91.70896556666973,3.275080536701862,23.414536840064912,6.786951166330271
29,5.3440794174939965,296.29377325450656,49.63697846183032,381.85246129059755,30.828446583943744,0.5705348940574446,47.41049861646826,7.550515837392867,28.713778124148202,6.620179825102172,41.006478158818986,5.166555629700717
30,6.030732566069608,36.263189048169195,85.18034284030436,112.61900659814063,22.113887934282765,1.391302645292184,38.58654097785378,2.6667758176257808,32.550441703262756,3.961065002040548,12.300483465863286,13.645971945826643
31,7.0712982953306085,246.11324985139018,56.430456836155685,324.6340071030413,11.319360088411347,0.3055821008613113,46.69959294253717,6.9734496046604875,33.72338589626962,1.2585353441777947,14.491543167452514,13.440605800997423
32,5.4285901241065595,464.68717852989727,16.315740772684293,143.6424935038756,41.99898316358742,1.05699405814334,66.5915348863231,8.674629003510576,86.39733217830538,3.304516621432221,19.056350629383026,2.6328068942090477
33,7.386797546826795,741.0532425506753,18.685483193276255,441.56694332820774,40.67588422070855,1.0410078607492594,12.716296703384245,3.7342265311149747,76.58031115779632,5.444165531675274,37.28977572351895,17.670211016056086
34,5.7236906950881,551.0027905459815,88.00669489150656,384.17165505618215,25.946767507185317,1.1892608389682593,65.15512402455306,5.570120612532147,52.89815013241801,6.987649008374458,40.50272742125238,4.19889252371338
35,5.079014024612613,433.9029836451951,9.671964144666777,84.40911769348521,12.963532365252211,1.7218726099572463,45.109985990477796,4.957478050640426,53.26267402643084,6.84232862297232,61.638252377675954,19.41232288761445
36,5.601998158358743,638.5111078773026,52.44134792952789,469.8648532615016,24.22178824763458,0.31555260786959716,4.04026830353597,6.442103130980101,93.63151799262133,6.0432776062230555,13.451848898127361,19.528235274387328
37,6.637881992227804,243.68442788931372,55.742709317972796,386.4600062361584,34.08484276381675,0.5610563602457219,9.848564496439089,0.11420079177095865,57.42200668365467,6.450057292354343,64.09070011480671,13.550626705108332
38,6.507748544375582,342.5272990401325,67.91659373100978,384.11493436389276,42.93791888253823,0.5373114448653296,27.674780555920684,7.3598612644568995,68.05417164309019,1.0483635372171263,49.601745649463076,18.619654954113535
39,5.970752649933411,216.1484700216738,67.59181110673168,123.7682123270795,29.9851782913814,0.21672102186604092,55.28793857647855,3.671383201442504,32.47734395144857,1.0007926886074758,55.6126389834873,9.406867303268417
40,7.62069520878962,602.9331120823161,27.218600137621852,69.60046812587166,32.54360766621232,0.4383827560650564,46.35688787686293,2.830480087239878,48.65025535937887,7.549362675233274,37.010780616353316,7.6926374997831
41,7.01417800848439,97.4378501201438,39.862687034634014,494.58435932685137,13.121374714036792,0.32884633035109556,2.0671774279604005,3.9291272260611287,28.41699761779123,5.907462700494259,70.66265002565748,5.570228009171312
42,6.135362449564444,84.42175678249389,99.40260314664852,629.5760894369961,18.769482152116606,0.32676260979383676,48.28332989428857,5.338643664904388,31.228560240493806,3.9635566082027687,39.798476013898835,16.63226081108369
43,5.868598165874914,459.7317923648077,5.443107243959311,587.0505423287519,25.989247728014465,0.8850232067347692,30.85502951888351,4.356479878522279,37.80319854365999,8.659881299859133,72.6696691809566,11.142829388277873
44,7.898398492229839,26.452763036792614,17.041996517420888,366.9048295541473,44.80584017189967,1.1175153862243845,37.299501674293715,8.514824948372304,20.644456919641552,0.2095501620409923,1.6923621690534585,10.018389442393055
45,5.763859663541994,84.09242407075703,30.184734027934823,358.94495911061017,42.415179234100954,0.443239792332772,55.07455112315193,1.3282838074329828,21.45328746428451,9.859772489848325,7.289756105699787,11.617531448540559
46,5.512297305955074,534.6027310719172,26.527926046796647,460.0466831517242,11.629179775805445,1.9856088407812342,55.592684484129116,6.562131808227126,41.15316318823618,3.720862307557905,71.01822583591259,9.145827657369757
47,6.3490000384200584,182.60537873419776,82.5384391125399,313.2104628260678,45.74219798008371,1.304711887993763,32.052671664819165,0.8943208928039303,11.242013330702783,4.277374197470053,36.240961876993396,6.993122707468434
48,7.622128733612529,336.81406610524704,8.759994394966785,363.0586729802959,0.6767051117324585,0.5964524118223451,62.84635789521184,2.7119094055955193,75.39933756260979,9.311703960590371,4.416040160231427,18.888988162732332
49,7.963248858180377,70.40121668791399,83.53376160429595,391.9990352479975,39.72346356448665,1.016522037046954,4.900841123400133,2.6498992215817907,0.6701572537169298,5.389173423452252,50.628376789456205,18.72831666588791
50,5.127115050309772,315.76292037792814,8.398662858592477,221.25830117140282,26.30595324858621,1.9474904325990496,9.856869513103435,8.942963850600043,76.12805446470111,8.095972264911014,53.41039250074456,18.612333423986257
51,7.095751787264149,431.9679417855682,21.585492017348596,328.9141494399326,44.2044324382811,0.1554892135286714,37.01868675612468,6.390118859064815,31.185592112587944,4.315462634607203,31.04119017538178,12.064823447945079
52,5.836498913600879,370.0950437145241,76.06262747773759,354.96081188886944,4.151844804298417,1.1482857164861602,3.220039095161832,1.1421549280408239,44.19560921681443,8.615273512870337,12.828275620693965,3.873206261036397
53,7.520341581397252,62.17861220368248,57.580115281447206,174.11478136132757,45.45806071414115,0.47454125567373295,20.574597278016878,7.429382221959475,28.276386826082202,2.4451230225161744,41.138339940942046,3.7323623864238242
54,5.58606274848062,536.9794087652378,9.874962201035286,366.65117986511876,11.560744402692517,1.545266813228242,47.82412294128001,1.8098379659333719,67.60009262284505,7.503887143659775,25.123538319654244,4.606694602674168
55,7.5454116858547495,252.4369542467048,52.20742686645201,133.30701940924305,18.053075055728808,1.354040444782933,49.591576806317136,0.7100970664716111,49.74077806830458,6.738233285922007,63.25018421687595,10.59917037194676
56,5.791469138488873,21.532667801783145,46.3072648610227,616.728805245347,24.562953006710007,0.4937794584298856,63.784117055928654,3.0665797113110194,75.48503703208709,7.420470691418634,57.10042228681418,6.522685632760394
57,7.197080287596741,402.07947101013116,27.312364924377665,56.55378051918537,31.615903054497547,0.2879354775095173,59.805952638602676,4.721675960161036,2.9365910296246134,1.8727537872162148,67.18660818279878,4.35158461771781
58,6.032695827066795,672.0091361829668,52.78474938377019,329.17704893733895,11.8399886903749,1.602893522840233,40.46105797376217,4.3777169732469705,32.24306465619048,3.794400944816819,49.90575032507755,15.162914804500627
59,5.160889354746937,606.1910171760293,99.40096997442407,539.2322061784955,34.8054550436217,0.7326245528385356,59.89259114182516,6.394253139794991,6.261977421902765,4.852891067578602,60.53687835860032,10.950640258828084
60,7.122449567294472,149.9007985656544,1.5743583390969484,264.5775459737844,45.08842357723376,0.038002284177725,26.387949853670037,7.063353960597048,11.487715479495463,1.1413271283259152,56.43330861956815,7.572584871571264
61,5.3853119579251985,81.30992058612513,67.21701710262045,407.2721780199906,9.543637264927982,1.1203393371982184,0.8373723905725294,3.5084720000930125,14.979401170406314,4.354848613340688,30.966744359392592,10.358771472647664
62,5.46040389729171,43.64801641386143,70.278097938989,444.7055387047425,5.7525880000505305,0.9925517329375526,57.74330218807789,4.072297843598374,22.218949416040513,9.742884747770068,28.150010675629773,9.490457926095132
63,6.419166371817022,487.0100176091474,36.464068433203266,128.04218611754862,15.51273666058785,0.8786827091761946,12.922361785044776,2.045515904056958,26.252246471409414,0.039771403767066005,79.2149822682374,10.8655249989957
64,5.504346517844216,500.70076494233365,15.419915663372574,243.6588798388355,41.19107268466137,0.8047043698165175,22.69737711727099,1.0622874449649167,87.4012743916555,7.167436818295928,25.837889318474634,7.054544867212995
65,7.404444589121363,434.47703730036267,77.36590606701525,118.28547885326832,38.00725385955054,1.4966057074522827,25.165659041643597,2.9107865977326988,2.5738274487506096,1.1139573752042897,56.23816364475029,4.9802912857598685
66,7.229839323677808,553.5583298583899,78.17434991442134,170.15091904424156,16.459131855927982,1.2574075757369636,62.0075689729452,9.576427510421576,30.221026251355088,4.907949655119896,32.871980984323095,6.927418672968429
67,5.735448856113629,494.6700914996673,68.54835585001001,151.45610424118797,30.232222836987013,1.7193323531164173,1.1644491145060942,1.1112926357098618,82.23328329747318,4.385241789303508,49.197094799275206,2.1506824434598104
68,6.628052597371591,230.10784119389874,64.95825793675468,222.8947704557339,22.969531511090484,1.8501042938976258,24.769500537619038,1.9615497203533705,58.698520816327836,4.9247864128421925,10.991155950431146,8.201327187987884
69,6.256299374048718,122.20776906725547,53.29707113551898,497.7419684175895,6.053926077005267,0.485493799961483,34.015535323105475,2.419250291528734,64.75917890564166,2.787856923121572,33.13435773515755,2.8438160676279645
70,6.386894814863284,170.3306353699972,93.97632862166756,295.0404909114948,48.82391694897218,1.7937642587290317,55.37320825891417,5.338873467626765,28.87060919580956,6.834377255557436,14.333545677039057,7.961667647654078
71,7.974112300423911,122.47249690843648,86.25125042903011,220.88516325967126,18.833332412725003,1.8036318178148918,24.869503243658315,8.093352096485201,39.15608932197979,8.666667680342243,39.78731029254525,9.373483482005781
72,6.352548488896262,228.13298147713064,94.31132559264348,596.911919869042,46.990176091475576,0.5036758885206789,21.494361934985807,2.8384412790025637,3.9809494376437216,0.17384042543260203,38.16051631328335,15.541519632664645
73,6.478767819134122,415.4904826583659,73.48226385147943,273.49727630356756,5.128257048333219,0.05569960364851778,3.1339659965115274,3.0553745070813476,50.23646272766587,5.06788036915046,62.14380187388266,9.278821671639488
74,5.273623265025445,29.730918895738007,56.82958567163092,357.3926191256571,15.131096663284183,1.5382064095693548,36.499507466161106,0.847438711974019,95.45302128471626,1.7706787494231901,11.528033570998453,1.204806426352989
75,7.071023703848804,613.5642185213237,2.7540924046023596,30.860130997267166,7.062833555008458,0.9073997277155916,20.81664086786704,0.52632892633937,39.747690377307045,2.20606082061615,73.43958200031133,0.24215804022086562
76,7.193167013121227,398.75763276016824,90.8724757896118,524.5811249923613,18.753447032739487,1.172388362543823,20.614054979295947,0.8360136911438221,47.504484349171605,8.818878475259252,7.594675180402959,19.414063408661203
77,6.6626882472661295,527.482256314679,78.72754346352667,291.05010125735436,47.68495436172766,1.9528651949504816,30.037764737231637,7.0186452685648355,48.71370863176239,7.543296895424424,63.337161225577596,6.609153287063649
78,7.988601372149131,676.6440822625744,33.22412983666687,128.9476603969637,50.0093100934517,0.4794510371205851,46.21342072693124,1.8274806713977443,46.894355952929054,3.3999817037053406,69.31782882240176,6.015255824942535
79,7.199056471909807,161.92584923384774,95.73641652549584,313.9642304171383,43.45943594717152,1.4492007582366688,64.13837991613808,9.879607954824417,55.37418681263332,8.99078620272574,3.5342555989300894,17.936715183005013
80,7.21232392346025,92.76331547400235,25.078270418463312,144.3601231166204,11.536741012705665,0.23535964169203583,32.16995166390881,6.02984188938506,58.18995031372442,6.167751816652308,16.078607279283972,7.143748316145764
81,5.403723289704668,172.47893260194598,3.5266540197545937,398.75745481909325,31.08871821325516,0.9761815073776008,61.63609627964839,4.400682698306034,3.786866396763755,5.610191862750645,58.467787718706774,4.02640687695587
82,6.891914541746573,649.495100139576,90.14630033198426,206.30149913010996,16.0648915742142,1.7913015959466718,28.19063415174514,1.901474842052897,45.21131354283613,2.1863705323320315,42.23877834567163,8.321851575348022
83,6.203750013092181,691.1611407765571,69.17465089548057,306.9649799493903,34.724340076760846,0.5903394723664754,34.06734955812027,0.9513087733643821,7.17147894926764,1.0074744264999391,53.01947196903409,2.415268679177427
84,6.245217392545063,417.60639479704525,24.973924968902217,18.048353370065207,4.223864153933558,1.6984563077772017,64.43426283381382,1.357020058031182,88.94291588751837,6.414227040387409,11.986684558869216,10.943473754683763
85,6.859650143830979,27.8705749599045,69.7623108175176,571.2992903494611,17.775576543330413,1.0608886771935768,33.05734995990128,7.271142072417311,24.08629693253327,6.7062101437085255,69.46540431804642,18.982442982352037
86,5.980259195796444,108.59384679103401,28.7685034683969,498.0250552482806,36.15359674243023,0.2790422566007422,65.86542557767855,6.606557937807398,77.98731319159079,5.0417007721913265,73.03635157358525,0.8212415149412733
87,5.182436373379415,482.3829946599785,28.503316729376216,356.1107091721532,38.60096432665196,0.8760038898431077,13.848903528911542,0.22809318481852858,76.97813783021579,8.696999566488813,61.98100455586402,6.2007596088125165
88,5.442273055862553,668.0032323739275,91.72504201406872,261.4133538653024,43.47077059582586,0.6699351876148327,38.98677705615562,0.6695949416354807,23.352260509901846,2.339285584625592,21.623712789512002,18.197520798437328
89,5.319339073422684,643.1828777654347,57.07697835119427,261.78825755048325,18.484191772374874,0.5664261226962144,55.911820892295246,3.0380087845003043,27.609198600039477,3.4216875753110765,25.232896741049295,9.60131867336381
90,5.389927798388363,225.4208308429742,10.561121234639426,480.7294834828193,22.191070103386636,1.9779917854761002,23.96218565940164,9.45990511284093,77.94484545071509,9.144860719508387,75.55867389809599,9.267295626933148
91,7.406384270812167,621.2472985354268,25.72338627810804,45.53980901946438,53.98859123799544,0.04660241685906974,10.998462606184486,9.125469411888531,26.22377606486882,1.6302434248078446,61.7946932258815,4.541284985158336
92,7.803321782494056,439.4866728939937,90.30585496882303,530.1678733401972,48.35634628146687,0.7289474958203612,55.46820129297821,1.399866611670152,61.85633902359557,2.751746415877887,49.64565122750827,13.838710666262967
93,7.143085184381995,53.83428105174995,15.323964968653991,485.6497255670231,48.24953821133535,0.006727808761838094,65.96829326612804,0.6192254082413828,71.91463894580691,0.18232056875433944,76.20649302779303,7.860639118573605
94,6.611485884311708,616.2110373075701,27.89376803981777,264.46131008130004,43.326903072064745,1.1354226615272198,52.781699892698654,1.83649397765846,30.248937109552333,7.636899834339746,29.052666460129544,18.427627430394896
95,7.298822679039438,608.9746459511177,51.454474611965615,584.6092398142908,10.877224354063324,1.1892274020472033,29.392859746910965,0.061180623641026166,71.89346818287153,1.723957661460136,57.81777081441778,6.930872145925537
96,6.6616469306253245,216.44412022364142,28.835596978486656,370.40135295880583,38.32698174264467,1.9117426893545266,59.71519913005051,4.124499800488658,45.864900305589615,6.836416759135626,70.88277607492662,18.59538494247366
97,7.0755392407703654,216.283143547925,37.120258145098816,196.0612969475716,21.520582967587753,0.005831309148006003,4.2863839339018135,5.195244579873734,72.91708192649622,7.7921876255889835,63.91425075028215,4.817103556198337
98,7.730883566029984,251.25296268749207,76.2599871324507,277.2234906475281,44.94422923328738,0.9762851205846552,9.69232016403107,3.7469169332348407,28.76015309223834,3.2147721168985277,72.36410962360273,1.9930719251875995
99,5.5220653643001985,322.2384700440592,74.04003660598784,306.51533194730297,49.8651326225044,1.449308821945112,50.62846402172448,3.4589644897076766,67.77805361430944,5.615625417400535,69.16313077133982,18.77935391939928
100,7.224573776367803,486.22224820271987,66.80390181910116,19.512379320961852,44.583788474350165,0.24492160538997454,15.519632839747224,5.654984593243812,96.41432431019055,6.349511940724551,53.85777164374396,15.420500497989861
101,6.00614049895763,563.1979371693951,18.28181189475294,152.80565293955337,33.24160989188314,1.8094844168450674,33.25894998606045,3.67321130795494,65.45442748998454,0.6411836816172112,32.566573268939734,18.92797274532947
102,6.530283909815556,88.98791122971605,7.781955325885869,214.0118958988057,42.40478064660347,0.6435062811246823,29.930053486291285,9.710716377794448,10.888073035545743,4.810005800153578,2.8998150580397564,6.899673238459911
103,6.574907767374494,558.1207220672469,94.39274312166528,138.6585550951805,54.97391412482934,0.7463023468272569,33.85860050757529,3.4686824125260083,93.88710409954678,5.598797894051881,29.271982999922166,6.534649313365928
104,7.33818473789314,488.8274641986693,25.679620768821444,25.47681002383936,8.669160255448295,0.7015549976982196,14.749958524575522,7.6670865435026325,3.0446479162481,7.608708597900616,70.66918394818927,8.110182275352336
105,7.951773748627655,501.61266817447233,68.36300173080647,334.5128423048364,28.31700250347336,1.3640978795442662,28.848701062219757,4.6851084652619175,5.21055312104931,6.023515318711155,56.582883174076116,7.238773398609794
106,6.970308599318136,390.7596801202283,81.56643885431126,645.912048423844,49.839436866886174,1.4746059538503975,19.855153475082762,8.27873301400039,3.1914693031108055,4.509322105552415,23.754491020782716,4.78326729871581
107,7.614851544719548,303.65321317370257,37.97843032692849,131.65688828032054,38.84325053520374,0.42474687771314357,41.650240495919334,2.8245551815475345,54.45148959270219,6.109580452212001,33.595522888940735,15.585751342887216
108,5.584765151704776,622.5179808497338,2.335681418744062,162.8345727230851,18.629790283468118,0.8985209054551166,52.73247435462637,0.6419127679120418,48.195281873422445,9.817767558923903,5.723093346798365,19.065771936185914
109,7.169545725978782,79.99499981513894,19.305764704655104,463.56226466178026,11.933612741011245,1.9723889972332664,32.76615941181676,4.394307532364461,32.821045613179066,1.1809825650793937,10.134922022927713,18.970185554356963
110,6.813992728877321,100.77346839677323,16.46171523038027,492.44604117592615,3.832507963338927,1.6606095907139362,27.748367632960502,2.6068215762093283,0.011640326508144394,3.6565804847958185,61.54714043778529,13.535398685643711
111,7.202520095764928,698.4186378993547,14.144163867312043,436.8458102157709,49.92083452298099,1.827918168926383,16.26829181631437,3.0483979134893477,40.9584859474294,0.4727193938233387,17.134409011622527,13.696689013814185
112,5.816699777323228,62.434983695614676,74.8943056178187,493.65179737804925,15.625338723796304,1.170093772342887,17.116349929751188,4.347362692807754,24.320162334187167,8.562547709923626,33.53085178300585,10.162093382975758
113,5.83699549264437,350.9815253232284,85.9640922096238,322.889414091294,26.83991303302324,1.0130097442709565,60.10304567834561,8.443874001199008,18.990133346551108,6.314960769878182,71.42069408697876,4.933988731453683
114,5.975494433836229,101.85523027987057,33.76621875472791,392.12635690761886,36.592503599585115,0.2717647020321028,65.32938312928873,4.259730359766736,19.019455843951505,5.779072137122755,19.473992699138343,6.722708944375735
115,7.815322994518916,141.60756137253583,40.72348708955283,87.58988009567233,39.334579166666,1.8157008364748979,56.17891045214783,4.003279362289074,85.1647747124583,0.8573400685612387,46.64300179369134,17.85243343174994
116,7.630813094332295,326.588643494355,78.82466571820447,324.3683402272838,29.170787747619592,0.03508855360446694,50.91798788067468,3.2811875939481574,3.5945622578069436,8.698157693886966,2.6967292907580287,19.268563993081226
117,7.355283553654551,13.376724301279452,25.831116021240273,41.32376635352207,17.823901813631934,0.8797757569564331,52.79650066555033,2.040448987508545,47.16798832063432,4.611903287145972,62.64067257729555,8.450058172441832
118,6.9312836233126145,230.58045128281117,23.96962902998695,192.88401644842844,21.993241405079146,1.040279501371843,49.475792613797935,5.269298150679772,14.694524092643391,9.356270019147995,62.07509489314049,6.606015069643362
119,5.716663358537667,395.08225603132684,47.34657406845907,460.5303596241832,46.79193261103534,1.987865827572456,29.665867234873975,2.9247072452186873,44.54909720855118,0.5451849376395579,78.90187346812114,12.719273685493274
120,6.08573631081604,383.3396134640626,55.384666567322625,586.389476227952,31.0829299910717,0.5958124007572754,26.715634786043218,3.168664761954144,56.25759782729487,1.832994637689147,66.50825757337002,4.258591005635637
121,6.136119965358129,526.4268096769551,85.52775270830868,305.2741890488742,44.27532504476947,0.6586960361109417,63.492592660826624,0.663362445489637,4.909347234360373,2.687365409724014,79.78034704584692,8.022708767443243
122,7.490683266274888,438.78657590074636,10.07070144060659,296.5864393883431,41.39552058396232,0.03083603924849254,63.27244622313966,0.7058856037524186,90.35546552013048,8.13604062090584,52.688467530138816,0.002168544895246871
123,7.258654962945252,302.68926663734266,92.31656381444256,249.19287598117361,25.336791308422647,0.3593446592162821,61.644783710331666,3.1092767611654293,78.50868025210447,2.62111972021555,75.1755008956633,18.66617068747293
124,6.161462237527664,42.782479097839996,84.71622881125609,622.3174577339537,33.66935417427025,0.008775491082013476,22.398094401628395,0.2613384505087557,34.44652460179714,5.839290684582478,29.123509533808516,5.428638838958086
125,7.341539431086934,125.40363203677677,28.432580845893852,467.4874907714156,13.281960607565729,1.200604669916236,12.03414495678126,6.482442251599263,43.84680587469898,0.5070815918395033,10.904227742304275,10.15570319593843
126,5.014632472697585,63.1143585345125,92.6490843103037,576.5923968299431,25.58005593798747,1.1455807236427524,53.43673890082461,8.840325955952395,27.04276466256218,2.14772587086994,37.93853450676646,7.110315822384743
127,6.551458396166987,247.84146314572254,78.93095614373648,605.7608826961437,8.942527389254664,1.5251982394948274,8.153729155646655,7.273653308744414,19.630676802390834,9.914104105410932,23.29823565895265,13.161571901653017
128,6.528454353561596,62.19538585387088,28.7389980448846,419.2832038906824,33.6009583040269,0.9438639226462253,23.243267862218772,0.09651650739637363,15.18416718117177,1.2248515506509472,10.722817008977552,15.633362430949525
129,6.024528724681063,326.64348956333737,8.235629921222976,167.5150001391868,24.515867369892902,1.490738160530583,54.15460811411987,1.997896431745767,13.210912993544655,5.326517759705096,23.130446160823155,10.539772353481975
130,5.596588510817812,33.18604902011344,32.08305950513065,576.3161737939035,30.764908627769838,1.1334836879614876,25.787661350234362,2.388341407717024,67.80172520462098,2.820586650889493,8.20856569644886,11.18338348778715
131,5.071777483436874,439.7906482262743,9.774865895521934,68.85840464658233,16.909448953424068,0.9090736220888276,12.591495997529524,0.6536536320360276,19.528822661874813,0.9506649494714126,4.529600341728388,7.941457477324871
132,7.786881577407227,201.41919895856324,36.82998805017375,563.5214481603455,52.316398271570016,1.1949106794998814,46.37988083035003,0.9675776793628876,28.46970857049871,9.4294564986938,68.51294804785718,6.979529943456044
133,6.091042769900174,536.8025186567929,4.106788020291507,193.83301590805146,32.97681442941994,1.8588824237636516,57.75680904740955,2.352421905586781,57.38086578797075,2.157521853395589,60.75882073412156,8.09173858122202
134,6.176507388724218,389.36346233873655,95.82874911526777,449.65807471194086,13.52364148297629,1.3214781707606045,45.31856457589109,0.7806220598887381,98.85068211928788,6.786684618921797,50.95859214724992,4.674773428144001
135,6.683609427989029,230.76525425544637,75.15599852832555,36.49802593638077,3.407967815501708,1.3426640270796402,40.27336297560191,4.291571709761765,86.35959009571495,2.797106892872432,4.119178889434432,15.664923426906949
136,5.442837215218642,437.4650821970634,79.90691829808917,26.536901801664182,48.40084195966685,1.949951912194739,35.50340777424189,6.733606867393711,0.1881204631238642,8.859943484357425,36.45436874576839,10.875406696933874
137,5.108719385306998,370.2437732863311,22.456061115191737,261.6912144243212,15.632401357112004,0.016834774066169178,16.918580907281502,6.2906109376619295,69.29437458887931,8.969471374656479,43.06253790525655,16.151895066793163
138,7.605690700549977,548.1711091308651,41.245721406567235,567.839089526429,50.617729483093456,0.29773890532767733,31.553205187451727,8.695402408111232,46.07963706722092,2.382052780157735,37.17877728139517,12.549841728691671
